beacon;city;faaId;iata;rwy_num;mag_dec;wmoId;site;runways;name;lat;lid;country;icao;priority;passengers;rwy_len;lon;type;source;state;tz;use;subd;prior;ind;city_icao;country_code;traffic;information;elevation_aerodrome;TOWER_COMMUNICATION;AERODROME_SERVICES;AERODROME_CTR;freqs.RADIO;freqs.ATIS;freqs.DELIVERY/GROUND;freqs.TOWER;freqs.APPROACH;freqs.SAR;freqs.TELEPHONE;freqs.FIC_NAME;freqs.FIC_FREQUENCY;freqs.FIC_NAME_2;freqs.FIC_FREQUENCY_2;url.aviationweather.airport;url.wikipedia;url.website;url.geo;url.wikipedia.aerodrome.image;url.custom_url
;Hahn;;HHN;1;;10616;Frankfurt/Hahn Arpt;[{'id': '03/31', 'dimension': '12467x148', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': '031', 'number': ['03', '31'], 'length': 12467, 'width': '148', 'TORA': None, 'TODA': None, 'ASDA': '12467', 'LDA': None, '03': {'latlon': [49.93388888888889, 7.259722222222222], 'elevation': '1638', 'heading': '031', 'displaced threshold': '984 Feet'}, '31': {'latlon': [49.9445, 7.2605], 'elevation': 1649.0, 'heading': '31', 'displaced threshold': None}, 'slope': 0, 'properties': None}];Frankfort/Hahn Airport;49.9445;;Germany;EDFH;4;0.0;L;7.2605;ARP;Intl;RP;Europe/Berlin;military;Rheinland-Pfalz;0;655;Hahn (EDFH);DE;;military/ public;1649.0;True;True;True;;;;;;;;;;;;https://aviationweather.gov/api/data/airport?ids=EDFH&format=json;;;;;
;Hirzenhain;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.787776947, 8.3927783966], 'elevation': 1706.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Hirzenhain Airport;50.787776947;;Germany;EDFI;;;;8.3927783966;;;;Europe/Berlin;public;Hesse;;;Hirzenhain (EDFI);DE;;;1706.0;False;False;False;;;;;;;;;;;;;;;;;
;Hammelburg;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.0986099243, 9.8836107254], 'elevation': 1132.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Lager Hammelburg Airport;50.0986099243;;Germany;EDFJ;;;;9.8836107254;;;;Europe/Berlin;public;Bayern;;;Hammelburg (EDFJ);DE;;;1132.0;False;False;False;;;;;;;;;;;;;;;;;
;Bad Kissingen;;;;;;;[{'id': '17/35', 'dimension': '', 'surface': {'type': 'soft', 'surface': 'grass', 'condition': None}, 'alignment': None, 'number': ['17', '35'], 'length': 2641, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '2641', 'LDA': None, '17': {'latlon': [50.221944444444446, 10.069166666666666], 'elevation': '653', 'heading': '167', 'displaced threshold': '262 Feet'}, '35': {'latlon': [50.21277777777778, 10.071388888888889], 'elevation': '653', 'heading': '347', 'displaced threshold': '328 Feet'}, 'dimension2': ['2641 x 98 feet', '805 x 30 meters'], 'slope': 0, 'properties': None}];Bad Kissingen Airport;50.2105560303;;Germany;EDFK;;;;10.0688886642;;;;Europe/Berlin;public;Bayern;;;Bad Kissingen (EDFK);DE;;;653.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Bad_Kissingen_Airfield;[];https://geohack.toolforge.org/geohack.php?pagename=Bad_Kissingen_Airfield&params=50_12_39_N_010_04_09_E_region:DE_type:airport;https://upload.wikimedia.org/wikipedia/commons/1/1a/Aerial_image_of_the_Bad_Kissingen_airfield.jpg;
;Giesen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.543888092, 8.5902776718], 'elevation': 755.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Giesen-Lutzellinden Airport;50.543888092;;Germany;EDFL;;;;8.5902776718;;;;Europe/Berlin;public;Hesse;;;Giesen (EDFL);DE;;;755.0;False;False;False;;;;;;;;;;;;;;;;;
;Mannheim;;MHG;1;;10729;Mannheim City Arpt;[{'id': '09/27', 'dimension': '3497x82', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['09', '27'], 'length': 3497, 'width': '82', 'TORA': None, 'TODA': None, 'ASDA': '3497', 'LDA': None, '09': {'latlon': [49.477222222222224, 8.510277777777778], 'elevation': '309', 'heading': '091', 'displaced threshold': ''}, '27': {'latlon': [49.47638888888889, 8.522222222222224], 'elevation': '306', 'heading': '271', 'displaced threshold': '174 Feet'}, 'dimension2': ['3497 x 82 feet', '1066 x 25 meters'], 'slope': 0, 'properties': None}];Mannheim City Airport;49.4727;;Germany;EDFM;4;0.0;M;8.514;ARP;Intl;BW;Europe/Berlin;public;Baden-Württemberg;0;656;Mannheim (EDFM);DE;;;308.0;True;True;True;;;;;;;;;;;;https://aviationweather.gov/api/data/airport?ids=EDFM&format=json;https://en.wikipedia.org/wiki/Mannheim_City_Airport;http://www.flugplatz-mannheim.de/;https://geohack.toolforge.org/geohack.php?pagename=Mannheim_City_Airport&params=49_28_21_N_08_30_51_E_type:airport;https://upload.wikimedia.org/wikipedia/commons/7/76/Mannheim_City-Airport_20120316.jpg;
;Marburg;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.8744430542, 8.8149995804], 'elevation': 833.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Marburg-Schonstadt Airport;50.8744430542;;Germany;EDFN;;;;8.8149995804;;;;Europe/Berlin;public;Hesse;;;Marburg (EDFN);DE;;;833.0;False;False;False;;;;;;;;;;;;;;;;;
;Michelstadt;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.6786117554, 8.9719438553], 'elevation': 1142.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Michelstadt/Odenwald Airport;49.6786117554;;Germany;EDFO;;;;8.9719438553;;;;Europe/Berlin;public;Hesse;;;Michelstadt (EDFO);DE;;;1142.0;False;False;False;;;;;;;;;;;;;;;;;
;Ober-Morlen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.3619422913, 8.7111110687], 'elevation': 814.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Ober-Morlen Airport;50.3619422913;;Germany;EDFP;;;;8.7111110687;;;;Europe/Berlin;public;Hesse;;;Ober-Morlen (EDFP);DE;;;814.0;False;False;False;;;;;;;;;;;;;;;;;
;Allendorf;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.0349998474, 8.6808328629], 'elevation': 1158.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Allendorf/Eder Airport;51.0349998474;;Germany;EDFQ;;;;8.6808328629;;;;Europe/Berlin;public;Hesse;;;Allendorf (EDFQ);DE;;;1158.0;False;False;False;;;;;;;;;;;;;;;;;
;Rothenburg ob der Tauber;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.3883323669, 10.2180557251], 'elevation': 1309.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Rothenburg O. D. T. Airport;49.3883323669;;Germany;EDFR;;;;10.2180557251;;;;Europe/Berlin;public;Bayern;;;Rothenburg ob der Tauber (EDFR);DE;;;1309.0;False;False;False;;;;;;;;;;;;;;;;;
;Schweinfurt;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.0108337402, 10.2511110306], 'elevation': 686.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schweinfurt-Sud Airport;50.0108337402;;Germany;EDFS;;;;10.2511110306;;;;Europe/Berlin;public;Bayern;;;Schweinfurt (EDFS);DE;;;686.0;False;False;False;;;;;;;;;;;;;;;;;
;Lauterbach;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.6833343506, 9.4108333588], 'elevation': 1211.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Lauterbach Airport;50.6833343506;;Germany;EDFT;;;;9.4108333588;;;;Europe/Berlin;public;Hesse;;;Lauterbach (EDFT);DE;;;1211.0;False;False;False;;;;;;;;;;;;;;;;;
;Miltenberg;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.6949996948, 9.1824998856], 'elevation': 1503.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Mainbullau Airport;49.6949996948;;Germany;EDFU;;;;9.1824998856;;;;Europe/Berlin;public;Bayern;;;Miltenberg (EDFU);DE;;;1503.0;False;False;False;;;;;;;;;;;;;;;;;
;Worms;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.6069450378, 8.3683328629], 'elevation': 295.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Worms Airport;49.6069450378;;Germany;EDFV;;;;8.3683328629;;;;Europe/Berlin;public;Rheinland-Pfalz;;;Worms (EDFV);DE;;;295.0;False;False;False;;;;;;;;;;;;;;;;;
;Wurzburg;;;;;;;[{'id': '11/29', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'grooved', 'condition': None}, 'alignment': None, 'number': ['11', '29'], 'length': 2198, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '2198', 'LDA': None, '11': {'latlon': [49.817779541, 9.8975000381], 'elevation': 991.0, 'heading': '11', 'displaced threshold': None}, '29': {'latlon': [49.817779541, 9.8975000381], 'elevation': 991.0, 'heading': '29', 'displaced threshold': None}, 'slope': 0, 'properties': 'Groovedasphalt'}];Wurzburg-Schenkenturm Airport;49.817779541;;Germany;EDFW;;;;9.8975000381;;;;Europe/Berlin;public;Bayern;;;Wurzburg (EDFW);DE;;;991.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Würzburg-Schenkenturm_Airfield;http://www.edfw.de;https://geohack.toolforge.org/geohack.php?pagename=W%C3%BCrzburg-Schenkenturm_Airfield&params=49_49_04_N_009_53_52_E_type:airport_region:DE;https://upload.wikimedia.org/wikipedia/commons/2/2f/Aerial_image_of_the_W%C3%BCrzburg-Schenkenturm_airfield.jpg;
;Hockenheim;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.3252792358, 8.5286111832], 'elevation': 315.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Hockenheim Airport;49.3252792358;;Germany;EDFX;;;;8.5286111832;;;;Europe/Berlin;public;Baden-Württemberg;;;Hockenheim (EDFX);DE;;;315.0;False;False;False;;;;;;;;;;;;;;;;;
;Limburg an der Lahn;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.4269447327, 8.0111112595], 'elevation': 699.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Elz Airport;50.4269447327;;Germany;EDFY;;;;8.0111112595;;;;Europe/Berlin;public;Hesse;;;Limburg an der Lahn (EDFY);DE;;;699.0;False;False;False;;;;;;;;;;;;;;;;;
;Mainz;;;;;;;[{'id': '07/25', 'dimension': '', 'surface': {'type': 'hard', 'surface': 'asphalt', 'condition': None}, 'alignment': None, 'number': ['07', '25'], 'length': 3281, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '3281', 'LDA': None, '07': {'latlon': [49.968333333333334, 8.147222222222222], 'elevation': '760', 'heading': '072', 'displaced threshold': None}, '25': {'latlon': [49.972500000000004, 8.158333333333333], 'elevation': '760', 'heading': '252', 'displaced threshold': None}, 'dimension2': ['3281 x 72 feet', '1000 x 22 meters'], 'slope': 0, 'properties': None}];Mainz-Finthen Airport;49.9674987793;;Germany;EDFZ;;;;8.1472215652;;;;Europe/Berlin;public;Rheinland-Pfalz;;;Mainz (EDFZ);DE;;;525.0;False;False;False;;;;;;;;;;;;;https://en.wikipedia.org/wiki/Flugplatz_Mainz-Finthen;[];https://geohack.toolforge.org/geohack.php?pagename=Flugplatz_Mainz-Finthen&params=49_58_08_N_008_08_47_E_type:airport;https://upload.wikimedia.org/wikipedia/commons/5/58/Flugplatz_Mainz-Finthen_Luftbild_Verkehrslandeplatz_EDFZ_Foto_2008_Wolfgang_Pehlemann_Wiesbaden_IMG_0296.jpg;
;Ailertchen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.5930557251, 7.9450001717], 'elevation': 1542.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Ailertchen Airport;50.5930557251;;Germany;EDGA;;;;7.9450001717;;;;Europe/Berlin;public;Rheinland-Pfalz;;;Ailertchen (EDGA);DE;;;1542.0;False;False;False;;;;;;;;;;;;;;;;;
;Breitscheid;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.6763877869, 8.1694440842], 'elevation': 1834.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Breitscheid Airport;50.6763877869;;Germany;EDGB;;;;8.1694440842;;;;Europe/Berlin;public;Hesse;;;Breitscheid (EDGB);DE;;;1834.0;False;False;False;;;;;;;;;;;;;;;;;
;Eisenach;;EIB;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.9927787781, 10.4727783203], 'elevation': 1112.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Eisenach-Kindel Airport;50.9927787781;;Germany;EDGE;;;;10.4727783203;;;;Europe/Berlin;public;Thuringia;;;Eisenach (EDGE);DE;;;1112.0;False;False;False;;;;;;;;;;;;;;;;;
;Fulda;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [50.4755554199, 9.4425001144], 'elevation': 1558.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Fulda-Jossa Airport;50.4755554199;;Germany;EDGF;;;;9.4425001144;;;;Europe/Berlin;public;Hesse;;;Fulda (EDGF);DE;;;1558.0;False;False;False;;;;;;;;;;;;;;;;;
;Hettstadt;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.7986106873, 9.8366670609], 'elevation': 1050.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Hettstadt Airport;49.7986106873;;Germany;EDGH;;;;9.8366670609;;;;Europe/Berlin;public;Bayern;;;Hettstadt (EDGH);DE;;;1050.0;False;False;False;;;;;;;;;;;;;;;;;
;Ingelfingen;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.3216667175, 9.6630563736], 'elevation': 1375.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Ingelfingen-Buhlhof Airport;49.3216667175;;Germany;EDGI;;;;9.6630563736;;;;Europe/Berlin;;Baden-Württemberg;;;Ingelfingen (EDGI);DE;;;1375.0;False;False;False;;;;;;;;;;;;;;;;;
;Ochsenfurt;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.6736106873, 10.0713891983], 'elevation': 814.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Ochsenfurt Airport;49.6736106873;;Germany;EDGJ;;;;10.0713891983;;;;Europe/Berlin;;Bayern;;;Ochsenfurt (EDGJ);DE;;;814.0;False;False;False;;;;;;;;;;;;;;;;;
;Korbach;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.2522201538, 8.8736114502], 'elevation': 1280.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Korbach Airport;51.2522201538;;Germany;EDGK;;;;8.8736114502;;;;Europe/Berlin;public;Hesse;;;Korbach (EDGK);DE;;;1280.0;False;False;False;;;;;;;;;;;;;;;;;
;Dannstadt;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.4131, 8.3518], 'elevation': 318.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Ludwigshafen Airfield;49.4131;;Germany;EDGL;;;;8.3518;;;;Europe/Berlin;;Rheinland-Pfalz;;;Dannstadt (EDGL);DE;;;318.0;False;False;False;;;;;;;;;;;;;;;;;
;Mosbach;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.3988876343, 9.1238889694], 'elevation': 1818.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Mosbach-Lohrbach Airport;49.3988876343;;Germany;EDGM;;;;9.1238889694;;;;Europe/Berlin;public;Baden-Württemberg;;;Mosbach (EDGM);DE;;;1818.0;False;False;False;;;;;;;;;;;;;;;;;
;Oppenheim;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [49.8416671753, 8.3766670227], 'elevation': 279.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Oppenheim Airport;49.8416671753;;Germany;EDGP;;;;8.3766670227;;;;Europe/Berlin;public;Rheinland-Pfalz;;;Oppenheim (EDGP);DE;;;279.0;False;False;False;;;;;;;;;;;;;;;;;
;Schameder;;;;;;;[{'id': '', 'dimension': '', 'surface': {'type': None, 'surface': None, 'condition': None}, 'alignment': None, 'number': [''], 'length': None, 'width': '', 'TORA': None, 'TODA': None, 'ASDA': '', 'LDA': None, '': {'latlon': [51.0002784729, 8.3077783585], 'elevation': 1788.0, 'heading': '', 'displaced threshold': None}, 'dimension2': None, 'slope': None, 'properties': None}];Schameder Airport;51.0002784729;;Germany;EDGQ;;;;8.3077783585;;;;Europe/Berlin;private;Nordrhein-Westfalen;;;Schameder (EDGQ);DE;;;1788.0;False;False;False;;;;;;;;;;;;;;;;;
